YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M,WD50M,T2MWET,T2M,QV2M,RH2M,PRECTOTCORR
2017,11,4,19,94.96,2.58,71.62,4.81,71.92,21.82,22.13,16.97,96.12,0.31
2017,11,4,20,95.04,3.11,71.84,5.31,72.26,21.62,21.87,16.85,96.88,0.27
2017,11,4,21,95.08,3.54,71.88,5.82,72,21.37,21.62,16.54,96.94,0.2
2017,11,4,22,95.07,3.76,68.66,6.02,68.6,20.99,21.26,16.17,96.69,0.16
2017,11,4,23,95.03,3.73,63.92,5.97,64.24,20.66,20.94,15.81,96.62,0.12
2017,11,5,0,94.97,3.48,58.77,5.7,59.36,20.38,20.65,15.56,96.75,0.19
2017,11,5,1,94.91,3.12,54.16,5.41,55.23,20.13,20.37,15.38,97,0.38
2017,11,5,2,94.86,2.95,52.64,5.3,53.45,19.92,20.16,15.2,97.12,0.49
2017,11,5,3,94.85,2.67,50.45,4.95,50.38,19.72,19.94,15.01,97.25,0.31
2017,11,5,4,94.88,2.42,47.23,4.64,47.18,19.52,19.73,14.83,97.5,0.13
2017,11,5,5,94.92,2.3,44.31,4.57,44.45,19.39,19.6,14.71,97.5,0.06
2017,11,5,6,94.98,2.46,42.56,4.59,42.03,19.71,19.97,14.95,96.88,0.04
2017,11,5,7,95.02,3.38,44.25,4.45,45.14,20.59,21.07,15.56,94.31,0.02
2017,11,5,8,95.07,4.51,54.88,5.76,56.46,21.44,22.12,16.24,92.06,0
2017,11,5,9,95.08,5.45,64.1,6.87,65.18,22.25,23.46,16.48,86.25,0
2017,11,5,10,95.03,5.57,70.5,6.92,71.16,22.87,24.81,16.36,79,0
2017,11,5,11,94.94,5.31,75.68,6.57,75.81,23.24,25.68,16.24,74.44,0.01
2017,11,5,12,94.85,4.89,79.32,6.05,79.14,23.5,26.14,16.3,72.69,0.03
2017,11,5,13,94.77,4.53,81.97,5.61,81.68,23.73,26.43,16.54,72.25,0.07
2017,11,5,14,94.7,4.09,84.3,5.15,83.9,23.8,26.39,16.72,73.19,0.11
2017,11,5,15,94.7,3.54,87.34,4.63,86.51,23.78,26.09,16.97,75.75,0.14
2017,11,5,16,94.76,2.67,89.5,4.13,89.13,23.51,25.17,17.4,81.81,0.2
2017,11,5,17,94.83,1.87,91.92,3.82,92.23,22.96,23.75,17.7,90.81,0.25
2017,11,5,18,94.91,1.89,93.07,4.04,93,22.42,22.94,17.4,93.75,0.29
2017,11,5,19,94.98,2.14,91.25,4.35,90.82,22.19,22.6,17.27,95.12,0.32
2017,11,5,20,95.05,2.56,88.08,4.96,88.11,22.03,22.33,17.21,96.31,0.32
2017,11,5,21,95.07,2.94,84.67,5.32,84.86,21.97,22.19,17.21,97.12,0.28
2017,11,5,22,95.05,2.96,80.74,5.36,80.69,21.86,22.05,17.09,97.62,0.26
2017,11,5,23,95.01,3.01,76.5,5.5,76.52,21.57,21.76,16.85,97.56,0.27
2017,11,6,0,94.95,2.4,68.86,4.81,68.65,21.29,21.44,16.6,98.06,0.27
2017,11,6,1,94.88,2.08,62.18,4.47,62.18,21.05,21.18,16.36,98.25,0.29
2017,11,6,2,94.83,1.95,57.78,4.37,58.53,20.88,21.01,16.24,98.25,0.27
2017,11,6,3,94.83,1.98,53.36,4.44,54.24,20.76,20.91,16.11,98.19,0.24
2017,11,6,4,94.87,1.97,49.18,4.34,49.82,20.69,20.83,15.99,98.12,0.22
2017,11,6,5,94.94,1.98,44.68,4.3,45.51,20.56,20.71,15.87,98.19,0.2
2017,11,6,6,95.01,2.44,42.79,4.46,43.58,20.98,21.2,16.17,97.25,0.15
2017,11,6,7,95.07,3.55,42.5,4.61,44.04,21.84,22.28,16.85,94.69,0.12
2017,11,6,8,95.11,4.76,49.19,6.03,49.94,22.3,23.15,16.91,90.19,1.29
2017,11,6,9,95.12,5.44,55.3,6.77,55.48,22.7,24.12,16.72,84.19,1.01
2017,11,6,10,95.07,5.53,62.09,6.84,61.91,23.15,25.12,16.6,78.75,0.79
2017,11,6,11,95.01,5.36,68.9,6.6,68.39,23.62,25.94,16.72,75.5,0.55
2017,11,6,12,94.92,5.18,74.98,6.39,74.11,23.78,26.3,16.72,73.75,0.52
2017,11,6,13,94.85,4.85,80.45,5.98,79.45,23.7,26.09,16.78,74.88,0.61
2017,11,6,14,94.82,4.58,83.54,5.7,82.76,23.48,25.48,16.97,78.56,0.67
2017,11,6,15,94.84,4.19,82.82,5.36,82.21,23.16,24.64,17.21,83.62,0.79
2017,11,6,16,94.87,3.45,79.83,4.83,79.18,22.82,23.76,17.4,89.12,0.95
2017,11,6,17,94.93,2.51,76.53,4.67,76.06,22.21,22.73,17.15,93.81,0.88
2017,11,6,18,95,2.07,73.55,4.5,73.36,21.65,21.99,16.78,95.94,0.65
2017,11,6,19,95.07,2.03,72.05,4.46,71.82,21.33,21.62,16.48,96.44,0.34
2017,11,6,20,95.13,1.94,72.22,4.28,71.93,21.03,21.27,16.17,96.94,0.16
2017,11,6,21,95.15,1.86,71.34,4.08,71.01,20.81,21.02,15.99,97.31,0.09
2017,11,6,22,95.13,1.84,68.56,4,68.7,20.62,20.83,15.87,97.5,0.05
2017,11,6,23,95.09,1.77,65.7,3.85,65.57,20.43,20.6,15.69,97.75,0.04
2017,11,7,0,95.03,1.74,61.02,3.86,61.2,20.23,20.4,15.5,97.94,0.04
2017,11,7,1,94.98,1.74,54.88,3.84,55.11,20.06,20.21,15.38,98.06,0.04
2017,11,7,2,94.94,1.69,47.82,3.73,48.23,19.92,20.07,15.26,98.06,0.03
2017,11,7,3,94.95,1.62,38.53,3.38,38.99,19.76,19.9,15.08,98.06,0.03
2017,11,7,4,94.99,1.62,28.92,3.27,29.93,19.62,19.8,14.95,97.75,0.03
2017,11,7,5,95.05,1.61,19.84,3.21,21.13,19.52,19.73,14.83,97.5,0.03
2017,11,7,6,95.14,1.68,16.49,3.23,16.99,19.95,20.24,15.14,96.44,0.03
2017,11,7,7,95.21,2.46,21.02,3.05,22.76,20.84,21.51,15.56,92.12,0.03
2017,11,7,8,95.26,3.23,41.67,4,44.84,21.96,23.04,16.3,87.69,0.04
2017,11,7,9,95.25,3.75,55.95,4.53,57.6,22.94,24.74,16.54,80.38,0.08
2017,11,7,10,95.18,3.79,63.33,4.56,64.22,23.5,25.94,16.48,74.44,0.11
2017,11,7,11,95.08,3.7,67.5,4.42,67.88,23.92,26.67,16.6,71.81,0.19
2017,11,7,12,94.98,3.62,69.92,4.31,69.95,24.11,26.98,16.66,70.81,0.32
2017,11,7,13,94.9,3.65,71.64,4.34,71.43,24.19,27.09,16.72,70.5,0.38
2017,11,7,14,94.84,3.8,74.39,4.57,74.11,24.07,26.94,16.66,70.75,0.34
2017,11,7,15,94.84,3.81,77.82,4.7,77.51,23.83,26.45,16.72,72.94,0.38
2017,11,7,16,94.9,3.2,81.02,4.51,80.54,23.55,25.48,17.15,79.25,0.42
2017,11,7,17,94.99,2.23,81.76,4.57,82.24,22.82,23.76,17.4,89.19,0.36
2017,11,7,18,95.08,2.23,81.53,5.01,82.2,22.1,22.7,16.97,92.88,0.32
2017,11,7,19,95.17,2.41,80.84,5.3,81.52,21.73,22.22,16.66,94.12,0.23
2017,11,7,20,95.24,2.53,80.57,5.33,80.81,21.4,21.79,16.42,95.44,0.19
2017,11,7,21,95.25,2.42,78.07,4.94,78.03,21.15,21.41,16.3,96.69,0.13
2017,11,7,22,95.22,2.36,76.42,4.69,76.43,20.93,21.13,16.11,97.44,0.09
2017,11,7,23,95.16,2.26,75.15,4.48,75.04,20.73,20.92,15.99,97.75,0.05
2017,11,8,0,95.09,2.11,72.51,4.28,72.46,20.55,20.73,15.81,97.81,0.03
2017,11,8,1,95.03,2,68.45,4.21,68.67,20.35,20.52,15.62,97.75,0.03
2017,11,8,2,94.99,1.86,64.62,3.97,64.44,20.14,20.31,15.44,97.75,0.04
2017,11,8,3,95,1.74,61.02,3.75,60.98,19.96,20.12,15.26,97.94,0.05
2017,11,8,4,95.03,1.75,59.78,3.76,59.92,19.77,19.92,15.08,98.06,0.06
2017,11,8,5,95.1,1.81,60.78,3.8,60.96,19.59,19.73,14.89,98.25,0.1
2017,11,8,6,95.18,2.16,60.74,3.74,60.86,20.04,20.26,15.26,97.31,0.12
2017,11,8,7,95.24,3.33,63.98,4.23,64.76,21.12,21.62,16.05,94.06,0.19
2017,11,8,8,95.28,4.22,69.38,5.24,70.05,22.06,23.03,16.48,88.69,0.47
2017,11,8,9,95.26,4.64,72.57,5.69,72.91,22.7,24.4,16.42,81.31,0.48
2017,11,8,10,95.19,4.7,74.49,5.69,74.55,23.26,25.51,16.42,76.12,0.73
2017,11,8,11,95.08,4.49,76.71,5.39,76.33,23.66,26.18,16.6,73.81,1.35
2017,11,8,12,94.98,4.23,79.15,5.05,78.31,23.9,26.51,16.72,73,1.53
2017,11,8,13,94.89,4.04,82.56,4.83,81.25,23.95,26.56,16.78,73,1.48
2017,11,8,14,94.85,3.9,86.9,4.68,85.5,23.82,26.3,16.85,74.12,1.19
2017,11,8,15,94.85,3.5,92.31,4.44,91.61,23.55,25.5,17.09,79,1
2017,11,8,16,94.9,2.94,96.56,4.15,95.73,23.25,24.51,17.46,85.69,1.03
2017,11,8,17,94.97,2.03,100.88,4.02,100.74,22.63,23.18,17.58,93.5,0.89
2017,11,8,18,95.04,1.94,105.38,4.19,105.46,22.11,22.4,17.27,96.38,0.68
2017,11,8,19,95.12,2.04,107.12,4.32,107.45,21.87,22.1,17.09,97.06,0.54
2017,11,8,20,95.17,2.07,109.19,4.42,109.4,21.63,21.83,16.85,97.44,0.4
2017,11,8,21,95.16,2.03,110.74,4.43,110.64,21.38,21.58,16.6,97.56,0.3
2017,11,8,22,95.12,1.95,111.93,4.34,111.53,21.09,21.28,16.3,97.62,0.25
2017,11,8,23,95.06,1.71,113.16,3.77,112.53,20.8,20.96,16.05,97.81,0.22
2017,11,9,0,94.98,1.55,112.18,3.33,111.5,20.43,20.59,15.69,97.88,0.21
2017,11,9,1,94.93,1.46,105.15,2.94,104.96,20.12,20.29,15.44,97.94,0.23
2017,11,9,2,94.9,1.4,91.92,2.78,91.61,19.92,20.09,15.26,97.88,0.16
2017,11,9,3,94.93,1.4,72.47,2.63,73.4,19.66,19.83,15.01,97.88,0.1
2017,11,9,4,95,1.38,53.26,2.34,54.24,19.45,19.62,14.77,97.81,0.04
2017,11,9,5,95.06,1.36,44.3,2.21,44.71,19.15,19.33,14.47,97.69,0.02
2017,11,9,6,95.12,1.41,41.85,2.27,42.63,19.65,19.86,14.89,97.5,0.01
2017,11,9,7,95.19,2.01,39.01,2.5,39.42,20.9,21.48,15.75,93.06,0.01
2017,11,9,8,95.22,2.6,41.35,3.18,41.21,21.8,23.15,15.87,84.81,0
2017,11,9,9,95.2,2.93,44.57,3.49,43.91,22.58,24.94,15.62,74.94,0
2017,11,9,10,95.13,2.88,45.66,3.39,44.16,23.22,26.29,15.56,68.94,0
2017,11,9,11,95.01,2.63,42.71,3.07,40.14,23.65,27.06,15.69,66.19,0
2017,11,9,12,94.88,2.32,35.56,2.73,31.78,23.98,27.63,15.81,64.44,0
2017,11,9,13,94.77,2.06,23.46,2.47,19.18,24.05,27.86,15.75,63.25,0
2017,11,9,14,94.73,1.92,21.76,2.32,17.46,24.03,27.94,15.62,62.56,0
2017,11,9,15,94.74,1.75,32.06,2.17,27.85,23.92,27.61,15.75,64.25,0
2017,11,9,16,94.78,1.51,43.53,2.17,40.04,23.65,26.77,16.05,68.81,0
2017,11,9,17,94.85,1.33,61.17,2.11,59.73,23.08,24.83,16.85,81.12,0
2017,11,9,18,94.92,1.28,76.64,2.01,75.86,22.21,23.68,16.24,83.69,0
2017,11,9,19,94.99,1.19,80.97,1.83,80.42,21.64,23.14,15.62,83.38,0
2017,11,9,20,95.04,1.11,81.07,1.68,81.19,21.05,22.43,15.14,84.44,0
2017,11,9,21,95.06,1.08,80.88,1.66,82.44,20.49,21.65,14.83,86.75,0
2017,11,9,22,95.05,1.05,79.28,1.63,81.44,20.01,21,14.59,88.69,0
2017,11,9,23,95.02,1.09,73.77,1.72,76.6,19.51,20.3,14.28,90.75,0
2017,11,10,0,94.97,1.23,66.37,2,68.74,18.99,19.58,14.04,93,0
2017,11,10,1,94.91,1.41,58.16,2.38,60.33,18.48,18.91,13.67,94.75,0
2017,11,10,2,94.86,1.43,50.11,2.39,52.16,18.06,18.44,13.37,95.44,0
2017,11,10,3,94.86,1.32,38.98,2.19,41.24,17.78,18.12,13.18,95.75,0
2017,11,10,4,94.89,1.31,30.85,2.14,32.47,17.55,17.84,13,96.25,0
2017,11,10,5,94.94,1.34,27.01,2.19,27.84,17.33,17.56,12.88,97,0
2017,11,10,6,95,1.29,25.48,2.18,25.65,17.92,18.31,13.24,95.25,0
2017,11,10,7,95.06,1.8,24.67,2.19,26.66,19.45,20.75,13.73,85,0
2017,11,10,8,95.11,3.03,35.33,3.75,36.61,20.89,23.3,14.04,74.38,0
2017,11,10,9,95.09,3.39,34.75,4.06,35.13,21.78,25.03,14.1,67.25,0
2017,11,10,10,95.01,3.28,30.96,3.91,31.34,22.44,26.27,14.16,62.88,0
2017,11,10,11,94.87,3.13,25.22,3.73,25.33,22.94,27.22,14.22,59.62,0
2017,11,10,12,94.76,2.86,26.77,3.41,25.92,23.29,27.82,14.34,57.88,0
2017,11,10,13,94.75,2.41,45.92,2.87,43.68,23.48,28.08,14.47,57.38,0
2017,11,10,14,94.74,2.11,60.31,2.59,57.46,23.49,27.98,14.59,58.25,0
2017,11,10,15,94.74,1.71,56.02,2.33,52.63,23.42,27.62,14.77,60.31,0
2017,11,10,16,94.77,1.6,51.73,2.27,49.89,22.98,26.55,14.95,65.06,0
2017,11,10,17,94.84,1.22,67.38,2,66.74,22.85,24.78,16.42,79.25,0
2017,11,10,18,94.92,1.22,80.42,1.94,80.5,22.13,23.82,15.93,81.38,0
2017,11,10,19,95.01,1.28,86.49,2.14,87.27,21.83,23.25,15.87,84.06,0
2017,11,10,20,95.09,1.37,89.67,2.46,90.73,21.58,22.73,15.87,86.81,0
2017,11,10,21,95.13,1.42,89.69,2.63,90.68,21.34,22.26,15.87,89.31,0
2017,11,10,22,95.11,1.4,84.23,2.66,85.28,21.13,21.85,15.81,91.44,0
2017,11,10,23,95.06,1.42,76.04,2.88,77.32,20.91,21.49,15.75,93,0
2017,11,11,0,94.99,1.43,66.51,2.98,67.47,20.7,21.19,15.62,94.06,0
2017,11,11,1,94.93,1.41,59.47,2.93,60.84,20.5,20.92,15.56,94.88,0
2017,11,11,2,94.89,1.35,56.31,2.7,58.47,20.33,20.69,15.44,95.56,0
2017,11,11,3,94.89,1.25,54.13,2.38,57.04,20.19,20.54,15.32,95.75,0
2017,11,11,4,94.92,1.17,46.36,2.1,49.07,20.03,20.35,15.2,96.06,0
2017,11,11,5,94.98,1.14,38.05,1.97,41.14,19.88,20.17,15.08,96.44,0
2017,11,11,6,95.05,1.05,33.81,1.93,35.3,20.21,20.52,15.38,96.25,0
2017,11,11,7,95.11,1.54,31.11,2.05,33.81,21.13,22.12,15.56,88.5,0
2017,11,11,8,95.16,2.25,39.09,2.83,39.97,21.73,23.47,15.44,80.88,0
2017,11,11,9,95.16,2.74,41.06,3.35,41.12,22.33,24.8,15.32,74.06,0
2017,11,11,10,95.1,2.83,40.07,3.42,39.91,22.96,26.08,15.32,68.56,0
2017,11,11,11,95,2.68,38.84,3.24,38.06,23.44,27.01,15.32,65,0
2017,11,11,12,94.89,2.48,39.37,3.02,37.76,23.75,27.62,15.38,62.75,0
2017,11,11,13,94.81,2.26,41.78,2.77,39.39,23.87,27.88,15.32,61.69,0
2017,11,11,14,94.75,1.99,45.79,2.49,42.84,23.82,27.79,15.32,62,0
2017,11,11,15,94.73,1.6,50.73,2.19,47.89,23.82,27.48,15.62,64.31,0
2017,11,11,16,94.76,1.54,53.48,2.15,50.75,23.48,26.89,15.56,66.38,0
2017,11,11,17,94.81,1.27,58.37,2.02,58.28,23.16,25.22,16.6,78.12,0
2017,11,11,18,94.88,1.23,65.71,1.93,65.4,22.44,24.33,16.05,79.5,0
2017,11,11,19,94.96,1.23,62.78,1.94,62.61,22.05,23.79,15.75,80.75,0
2017,11,11,20,95.01,1.1,50.45,1.72,49.23,21.69,23.38,15.44,81.19,0
2017,11,11,21,95.01,0.84,23.48,1.38,21.32,21.31,23.03,15.08,80.88,0
2017,11,11,22,94.96,0.78,345,1.43,345.81,20.85,22.69,14.53,79.75,0
2017,11,11,23,94.91,0.9,322.04,1.66,327.88,20.49,22.12,14.4,81.81,0.02
2017,11,12,0,94.84,1,316.58,1.85,323.42,20.08,21.48,14.22,84,0.01
2017,11,12,1,94.81,0.96,323.6,1.77,328.34,19.72,21.01,14.04,85.12,0.02
2017,11,12,2,94.81,0.88,352.37,1.64,351.79,19.39,20.61,13.79,85.94,0.01
2017,11,12,3,94.82,1.01,15.76,1.78,12.45,18.95,19.96,13.61,88.25,0
2017,11,12,4,94.86,1.02,17.33,1.78,13.43,18.54,19.52,13.31,88.5,0
2017,11,12,5,94.9,0.89,3.51,1.6,0.56,18.1,19.19,12.88,87.5,0
2017,11,12,6,94.95,0.72,353.18,1.46,349.83,18.21,19.42,12.88,86.31,0
2017,11,12,7,94.99,0.89,352.44,1.43,352.45,19.01,20.85,13,80.06,0
2017,11,12,8,95.03,1.64,2.45,2.06,5.88,19.61,22.66,12.45,68.69,0
2017,11,12,9,95.03,1.92,15.56,2.36,17.95,20.79,24.9,12.57,60.38,0
2017,11,12,10,94.98,1.88,19.19,2.2,20.82,21.87,26.66,12.88,55.75,0
2017,11,12,11,94.87,1.71,9.72,2.01,11,22.83,27.71,13.61,55.38,0
2017,11,12,12,94.79,1.7,2.37,2,4.02,23.61,28.33,14.47,56.56,0
2017,11,12,13,94.72,1.55,357.98,1.83,0.24,24.02,28.49,15.08,58.44,0
2017,11,12,14,94.67,1.18,349.73,1.4,352.64,24.12,28.33,15.44,60.38,0
2017,11,12,15,94.66,0.85,327.04,0.98,329.97,24.11,27.98,15.75,62.81,0
2017,11,12,16,94.67,0.91,295.46,1.16,297.26,24.06,27.47,16.17,66.44,0
2017,11,12,17,94.72,1.07,279.26,1.69,277.72,23.56,25.66,17.03,77.75,0
2017,11,12,18,94.79,1.45,267.83,2.31,267.49,22.68,24.22,16.6,82.94,0
2017,11,12,19,94.87,1.55,264.23,2.57,263.72,22.23,23.39,16.54,86.81,0
2017,11,12,20,94.93,1.54,265.04,2.6,264.31,21.83,22.76,16.36,89.12,0
2017,11,12,21,94.95,1.48,270.9,2.58,270.17,21.46,22.25,16.11,90.75,0
2017,11,12,22,94.91,1.44,280.64,2.59,279.55,21.14,21.81,15.93,91.94,0
2017,11,12,23,94.86,1.39,291.38,2.56,290.7,20.85,21.43,15.75,93.06,0
2017,11,13,0,94.8,1.4,300.58,2.72,300.32,20.62,21.09,15.62,94.12,0
2017,11,13,1,94.73,1.42,308.07,2.82,308.49,20.39,20.81,15.44,94.75,0
2017,11,13,2,94.7,1.36,316.4,2.64,317.87,20.17,20.58,15.26,94.88,0
2017,11,13,3,94.7,1.24,325.01,2.34,328.22,19.99,20.49,15.01,93.88,0
2017,11,13,4,94.74,1.11,332.9,2.06,336.83,19.77,20.41,14.65,92.25,0
2017,11,13,5,94.8,1.01,340.17,1.88,343.3,19.59,20.4,14.34,90.38,0
2017,11,13,6,94.85,0.9,348.5,1.72,349.25,19.97,20.79,14.71,90.44,0
2017,11,13,7,94.91,1.33,348.49,1.68,350.1,20.91,22.78,14.65,79.75,0
2017,11,13,8,94.96,1.57,357.72,1.95,358.63,21.86,24.98,14.28,68.25,0
2017,11,13,9,94.96,1.61,1.95,1.94,2.08,22.58,26.3,14.4,63.69,0
2017,11,13,10,94.92,1.5,356.4,1.8,356.52,23.37,27.35,14.89,61.81,0
2017,11,13,11,94.81,1.38,339.1,1.67,340.29,24,28.09,15.38,61.06,0
2017,11,13,12,94.69,1.51,311.21,1.8,313.77,24.43,28.55,15.81,61,0
2017,11,13,13,94.58,1.92,288.29,2.24,291.28,24.69,28.76,16.11,61.44,0.01
2017,11,13,14,94.51,2.35,274,2.77,276.3,24.58,28.44,16.24,63,0.01
2017,11,13,15,94.49,2.61,265.88,3.26,267.67,24.45,27.92,16.54,66.06,0.01
2017,11,13,16,94.52,2.48,261.49,3.69,262.83,24.11,26.82,16.97,72.25,0.02
2017,11,13,17,94.58,2.11,257.61,4.03,257.45,23.26,24.65,17.46,84.44,0.02
2017,11,13,18,94.64,2.09,255.08,4.3,254.63,22.33,23.23,16.91,89.38,0.02
2017,11,13,19,94.72,2.05,254.96,4.24,254.3,21.76,22.47,16.54,91.56,0.02
2017,11,13,20,94.81,1.89,254.64,3.86,253.29,21.3,21.85,16.17,93.25,0.03
2017,11,13,21,94.85,1.76,256.15,3.55,253.52,20.84,21.3,15.87,94.44,0.04
2017,11,13,22,94.83,1.66,260.23,3.43,258.05,20.53,20.93,15.62,95.06,0.05
2017,11,13,23,94.78,1.56,267.99,3.28,266.86,20.21,20.55,15.38,95.75,0.05
2017,11,14,0,94.72,1.54,277.56,3.2,277.71,19.87,20.15,15.08,96.44,0.06
2017,11,14,1,94.65,1.54,282.34,3.04,284.11,19.5,19.73,14.83,97.06,0.07
2017,11,14,2,94.61,1.49,281.78,2.92,283.44,19.23,19.45,14.59,97.25,0.06
2017,11,14,3,94.62,1.45,277.74,2.78,278.91,19.01,19.23,14.4,97.25,0.04
2017,11,14,4,94.67,1.45,272.77,2.78,273.22,18.82,19.02,14.22,97.38,0.02
2017,11,14,5,94.75,1.45,269.08,2.87,270.16,18.77,19,14.16,97.06,0.04
2017,11,14,6,94.83,1.61,271.95,2.93,270,19.32,19.67,14.53,95.75,0.08
2017,11,14,7,94.9,2.32,266.92,2.82,267.3,20.51,21.25,15.26,91.25,0.11
2017,11,14,8,94.95,2.87,268.75,3.48,270.39,21.77,23.21,15.81,83.88,0.01
2017,11,14,9,94.95,3.01,274.47,3.54,276.72,22.76,25.05,15.93,75.75,0.01
2017,11,14,10,94.87,2.8,279.49,3.27,282.57,23.52,26.38,16.11,70.81,0.01
2017,11,14,11,94.75,2.62,280.64,3.06,284.04,24.01,27.16,16.36,68.5,0.02
2017,11,14,12,94.65,2.55,277.39,2.98,281.04,24.24,27.53,16.48,67.38,0.02
2017,11,14,13,94.55,2.65,272.2,3.12,275.47,24.16,27.4,16.42,67.75,0.02
2017,11,14,14,94.5,2.74,268.2,3.3,270.95,24.1,27.12,16.6,69.56,0.01
2017,11,14,15,94.49,2.7,265.51,3.39,267.76,23.99,26.68,16.85,72.38,0.01
2017,11,14,16,94.53,2.24,263,3.32,264.73,23.81,25.89,17.27,77.81,0.02
2017,11,14,17,94.58,1.67,258.11,3.08,258.15,23.23,24.3,17.76,87.88,0.02
2017,11,14,18,94.66,1.63,253.04,3.21,253.02,22.6,23.29,17.46,91.88,0.02
2017,11,14,19,94.75,1.67,254.28,3.44,254.07,22.25,22.8,17.21,93.44,0.02
2017,11,14,20,94.82,1.71,258.95,3.67,258.95,21.98,22.42,17.03,94.56,0.03
2017,11,14,21,94.85,1.7,264.73,3.76,264.99,21.76,22.15,16.85,95.31,0.05
2017,11,14,22,94.83,1.66,271.89,3.67,272.08,21.53,21.86,16.66,96,0.06
2017,11,14,23,94.79,1.61,278.96,3.59,279.65,21.35,21.65,16.54,96.31,0.08
2017,11,15,0,94.73,1.65,285.42,3.62,286.28,21.19,21.49,16.36,96.31,0.09
2017,11,15,1,94.67,1.62,286.86,3.52,287.43,21.08,21.36,16.3,96.56,0.1
2017,11,15,2,94.63,1.63,286.17,3.54,286.15,20.96,21.21,16.24,96.88,0.09
2017,11,15,3,94.62,1.7,285.76,3.71,286.14,20.81,21.06,16.05,96.94,0.07
2017,11,15,4,94.65,1.78,285.5,3.91,286.01,20.65,20.89,15.87,96.88,0.04
2017,11,15,5,94.7,1.73,283.03,3.74,282.9,20.4,20.62,15.69,97.19,0.02
2017,11,15,6,94.77,1.87,280.37,3.47,280.37,20.65,20.94,15.87,96.44,0
2017,11,15,7,94.84,2.76,281.25,3.44,283.28,21.76,22.51,16.48,91.12,0
2017,11,15,8,94.91,3.2,294.37,3.87,296.72,22.85,24.3,16.85,83.75,0
2017,11,15,9,94.94,3.11,305.49,3.71,307.74,23.77,26.1,16.91,75.56,0
2017,11,15,10,94.91,2.83,308.26,3.36,310.38,24.37,27.33,16.91,70.19,0
2017,11,15,11,94.81,2.55,301.99,3.04,304.43,24.73,28.06,16.91,67.25,0
2017,11,15,12,94.7,2.54,289.44,2.99,292.61,24.88,28.44,16.85,65.44,0
2017,11,15,13,94.6,2.81,277.18,3.27,280.45,24.88,28.53,16.78,64.69,0
2017,11,15,14,94.54,3.16,264.9,3.68,267.57,24.69,28.33,16.6,64.69,0
2017,11,15,15,94.54,3.4,256.16,4.17,257.68,24.36,27.66,16.6,67.31,0
2017,11,15,16,94.58,3.1,252.53,4.53,253.06,23.94,26.44,16.97,73.94,0
2017,11,15,17,94.64,2.29,250.64,4.59,250.61,23.05,24.31,17.33,85.88,0
2017,11,15,18,94.71,2.23,252.9,4.8,252.98,22.19,22.91,16.97,91.44,0
2017,11,15,19,94.8,2.26,256.4,4.75,256.69,21.65,22.16,16.6,93.88,0
2017,11,15,20,94.87,2.11,256.94,4.47,257.08,21.22,21.53,16.36,96.12,0
2017,11,15,21,94.9,2.1,256.69,4.51,257.41,20.9,21.08,16.17,97.62,0
2017,11,15,22,94.88,2.13,257.74,4.57,258.27,20.65,20.77,15.99,98.31,0
2017,11,15,23,94.84,2.16,258.12,4.64,258.35,20.39,20.48,15.75,98.88,0
2017,11,16,0,94.78,2.24,258.34,4.79,258.53,20.14,20.18,15.56,99.31,0
2017,11,16,1,94.7,2.29,258.57,4.89,258.76,19.89,19.9,15.38,99.75,0
2017,11,16,2,94.67,2.25,259.98,4.85,259.98,19.65,19.61,15.2,100,0
2017,11,16,3,94.67,2.08,261.57,4.49,261.5,19.41,19.31,15.01,100,0
2017,11,16,4,94.71,1.96,263.58,4.17,263.65,19.21,19.04,14.89,100,0
2017,11,16,5,94.78,1.91,265.08,3.92,265.54,19.03,18.81,14.77,100,0
2017,11,16,6,94.86,2,267.54,3.68,267.08,19.54,19.65,14.89,98.5,0
2017,11,16,7,94.95,2.95,268.78,3.66,270.49,21.05,22.08,15.5,88,0
2017,11,16,8,95,3.18,271.83,3.73,273.73,22.21,24.16,15.69,78.75,0.06
2017,11,16,9,95.01,2.8,267.44,3.15,269.43,23.13,25.7,15.99,73.19,0.03
2017,11,16,10,94.96,2.5,258.27,2.73,260.27,23.77,26.93,16.05,68.31,0.04
2017,11,16,11,94.86,2.49,247.53,2.71,249.21,24.04,27.66,15.87,64.62,0.04
2017,11,16,12,94.77,2.65,239.88,2.88,241.14,24.08,28.07,15.56,61.94,0.03
2017,11,16,13,94.68,2.83,235.48,3.09,236.43,23.98,28.11,15.32,60.75,0.02
2017,11,16,14,94.63,2.95,232.98,3.29,233.59,23.69,27.76,15.14,61.19,0.02
2017,11,16,15,94.63,2.97,231.95,3.54,232.52,23.37,27.09,15.2,63.81,0.02
2017,11,16,16,94.68,2.59,233.96,3.77,234.53,23.05,25.91,15.69,70.69,0.03
2017,11,16,17,94.76,2.1,237.9,4.04,238.83,21.99,23.37,16.11,84.56,0.03
2017,11,16,18,94.84,2.15,244.64,4.39,244.85,20.94,21.8,15.56,89.88,0.03
2017,11,16,19,94.92,2.1,250.89,4.42,250.38,20.44,21.09,15.26,92.06,0.04
2017,11,16,20,94.96,2,256.23,4.19,255.63,20.04,20.53,15.01,93.94,0.05
2017,11,16,21,94.95,1.91,262.23,3.87,261.98,19.75,20.08,14.89,95.75,0.06
